# version=2025NOV01

Rom;Genre;Year;Manufacturer;System;Clone;AKNF;Buttons;Controls;Mature;Players;Monitor;Slow;Notes
arabiamu;;1992;Taito America Corporation;Taito F3 System;yes;;4;dial;;4P sim;CRT 15Khz;;
arabian;Platform / Run Jump;1983;Sun Electronics;Sun Electronics 8080;no;true;1;joystick (8-way);;2P alt;CRT 15Khz;;
arabiana;Platform / Run Jump;1983;[Sun Electronics] (Atari license);Sun Electronics 8080;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
arabianm;Fighter / 2.5D;1992;Taito Corporation Japan;Taito F3 System;no;;4;dial;;4P sim;CRT 15Khz;;
arbalest;Shooter / Flying Vertical;1989;Seta;Seta 1st Gen;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
arcadecl;MultiGame / Compilation;1992;Atari Games;Atari System 1;no;;3;trackball;;2P sim;CRT 15Khz;;
arcadia;Game Console / Home Videogame;1980;Sigma Enterprises Inc.;Sigma Z80;yes;;1;joystick (2-way);;Non-arcade;CRT 15Khz;;
archriv2;;1989;Bally Midway;Midway MCR-68;yes;;2;joystick (analog);;2P sim;CRT 31Khz;;
archrivl;Sports / Basketball;1989;Bally Midway;Midway MCR-68;no;true;2;joystick (analog);;2P sim;CRT 31Khz;;
area51;Shooter / Gun;1996;Atari Games;Atari CoJag;no;;1;lightgun;;2P sim;CRT 15Khz;;
area51a;Shooter / Gun;1995;Atari Games;Atari CoJag;yes;;1;lightgun;;2P sim;CRT 15Khz;;
area51mx;Shooter / Gun;1998;Atari Games;Atari CoJag;no;;1;lightgun;;2P sim;CRT 15Khz;;
area51t;Shooter / Gun;1995;Time Warner;Atari CoJag;yes;;1;lightgun;;2P sim;CRT 15Khz;;
area88;Shooter / Flying Horizontal;1989;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
arescue;Shooter / Flying 1st Person;1992;Sega;Sega System 32;no;;2;joystick (analog);;2P sim;CRT 15Khz;;
argus;Shooter / Flying Vertical;1986;[NMK] (Jaleco license);Jaleco Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
argusg;Shooter / Field;1984;Gottlieb;Gottlieb 6502;no;;2;trackball;;2P alt;CRT 15Khz;;
arkangc;Ball & Paddle / Breakout;1986;bootleg;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkanoid;Ball & Paddle / Breakout;1986;Taito Corporation Japan;Taito 8-bit;no;true;1;dial;;2P alt;CRT 15Khz;;
arkarea;Shooter / Field;;UPL;UPL 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
arkatayt;Ball & Paddle / Breakout;1986;bootleg;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkatour;Ball & Paddle / Breakout;1987;Taito America Corporation (Romstar license);Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkbl2;;1986;bootleg;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkbl3;;1986;bootleg;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkbloc2;Ball & Paddle / Breakout;1986;bootleg;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkblock;Ball & Paddle / Breakout;1986;bootleg;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arknid2j;;1987;Taito Corporation;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arknid2u;;1987;Taito America Corporation (Romstar license);Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arknoid2;Ball & Paddle / Breakout;1987;Taito Corporation Japan;Taito 8-bit;no;true;1;dial;;2P alt;CRT 15Khz;;
arknoidj;;1986;Taito Corporation;Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arknoidu;;1986;Taito America Corporation (Romstar license);Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arknoiuo;;1986;Taito America Corporation (Romstar license);Taito 8-bit;yes;;1;dial;;2P alt;CRT 15Khz;;
arkretrn;Ball & Paddle / Breakout;1997;Taito Corporation;Taito F3 System;no;;4;dial;;2P sim;CRT 15Khz;;
arlingtn;Sports / Horse Racing;1991;Strata/Incredible Technologies;Incredible Technologies 8-bit;no;;4;vertical joystick (2-way);;1P;CRT 15Khz;;
armchmp2;Sports / Arm Wrestling;1992;Jaleco;Jaleco Mega System 1;no;;3;dial;;1P;CRT 15Khz;;
armedf;Shooter / Flying Vertical;1988;Nichibutsu;Nichibutsu 68000;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
armora;Maze / Shooter Small;1980;Cinematronics;Cinematronics;no;;2;joystick (2-way);;2P sim;;;
armorap;Maze / Shooter Small;1980;Cinematronics;Cinematronics;yes;;2;joystick (2-way);;2P sim;;;
armorar;Maze / Shooter Small;1980;Cinematronics (Rock-ola license);Cinematronics;yes;;2;joystick (2-way);;2P sim;;;
armorca2;;1981;Stern;Galaxian Z80;yes;;2;joystick (4-way);;2P alt;CRT 15Khz;;
armorcar;Maze / Collect;1981;Stern;Galaxian Z80;no;;2;joystick (4-way);;2P alt;CRT 15Khz;;
armwar;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;no;true;3;joystick (8-way);;3P sim;CRT 15Khz;;
armwara;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
armwarr1;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
armwaru;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
armwrest;Sports / Arm Wrestling;1985;Nintendo;Nintendo Punch-Out!! dual-monitor;no;;1;joystick (4-way);;1P;CRT 15Khz;;
ashnojoe;Sports / Boxing;1990;WAVE / Taito Corporation;Taito 8-bit;yes;;2;joystick (4-way);;2P alt;CRT 15Khz;;
ashura;Shooter / Flying Vertical;1990;Taito Corporation;Taito B-System;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
ashurau;Shooter / Flying Vertical;1990;Taito America Corporation;Taito B-System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
aso;Shooter / Flying Vertical;1985;SNK;SNK early 8-bit;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
assault;Shooter / Driving;1988;Namco;Namco System 2;no;;1;double joystick (8-way);;1P;CRT 15Khz;;
assaultj;Shooter / Driving;1988;Namco;Namco System 2;yes;;1;double joystick (8-way);;2P alt;CRT 15Khz;;
assaultp;Shooter / Driving;1988;Namco;Namco System 2;yes;true;1;double joystick (8-way);;2P alt;CRT 15Khz;;
astdelu1;;1980;Atari;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
astdelux;Shooter / Field;1980;Atari;Atari Vector;no;true;3;joystick (2-way);;2P alt;;;
asterix;Fighter / 2.5D;1992;Konami;Konami;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
asterock;Shooter / Field;1979;Sidam;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
asteroi1;;1979;Atari;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
asteroib;;1979;bootleg;Atari Vector;yes;;3;joystick (2-way);;2P alt;;;
asteroid;Shooter / Field;1979;Atari;Atari Vector;no;true;3;joystick (2-way);;2P alt;;;
astinvad;Shooter / Gallery;1980;Stern;Stern/Zaccaria 8080;no;true;1;joystick (2-way);;2P alt;CRT 15Khz;;
astorm;Fighter / 2.5D;1990;Sega;Sega System 18;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
astorm3;Fighter / 2.5D;1990;Sega;Sega System 18;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
astormbl;Fighter / 2.5D;1990;bootleg;Sega System 16;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
astormj;Fighter / 2.5D;1990;Sega;Sega System 18;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
astormu;Fighter / 2.5D;1990;Sega;Sega System 18;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
astrass;Fighter / Versus;1998;Sunsoft;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
astrob;Shooter / Gallery;1981;Sega;Sega G80 raster;no;true;2;joystick (2-way);;2P alt;CRT 15Khz;;
astrob1;Shooter / Gallery;1981;Sega;Sega G80 raster;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
astrob2;Shooter / Gallery;1981;Sega;Sega G80 raster;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
astrob2a;Shooter / Gallery;1981;Sega;Sega G80 raster;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
astrof;Shooter / Gallery;1979;Data East;Data East 8-bit;no;true;1;joystick (2-way);;2P alt;CRT 15Khz;;
astrof2;Shooter / Gallery;1979;Data East;Data East 8-bit;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
astrof3;Shooter / Gallery;1979;Data East;Data East 8-bit;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
astrofl;Shooter / Flying Horizontal;1986;Sega;Sega System E;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
astrxeaa;;1992;Konami;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
astrxeac;;1992;Konami;Konami;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
astyanax;Platform / Fighter Scrolling;1989;Jaleco;Jaleco Mega System 1;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
asuka;Shooter / Flying Vertical;1988;Taito Corporation;Taito F2;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
asurabld;Fighter / Versus;1998;Fuuki;Fuuki FG-3;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
asurabus;Fighter / Versus;2000;Fuuki;Fuuki FG-3;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
asylum;Shooter / Walking;1991;Leland Corp.;Leland;no;;2;joystick (8-way);;3P sim;CRT 15Khz;;
atarifb;Sports / Football;1978;Atari;Atari Football;no;;1;trackball;;2P sim;CRT 15Khz;;
atarifb1;Sports / Football;1978;Atari;Atari Football;yes;;1;trackball;;2P sim;CRT 15Khz;;
atarifb4;Sports / Football;1979;Atari;Atari Football;yes;;1;trackball;;4P sim;CRT 15Khz;;
ataxx;Tabletop / Misc.;1990;Leland Corp.;Leland;no;;1;trackball;;2P alt;CRT 15Khz;;
ataxxa;Tabletop / Misc.;1990;Leland Corp.;Leland;yes;;1;trackball;;2P alt;CRT 15Khz;;
ataxxj;Tabletop / Misc.;1990;Leland Corp.;Leland;yes;;1;trackball;;2P alt;CRT 15Khz;;
atehate;Quiz / Questions in Japanese;1993;Athena;Seta 1st Gen;no;;4;;;2P sim;CRT 15Khz;;
atetckt2;;1989;Atari Games;Atari System 1;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
atetcktl;;1989;Atari Games;Atari System 1;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
atetris;Puzzle / Drop;1988;Atari Games;Atari System 1;no;true;1;joystick (4-way);;2P sim;CRT 15Khz;;
atetrisa;Puzzle / Drop;1988;Atari Games;Atari System 1;yes;;1;joystick (4-way);;2P sim;CRT 15Khz;;
atetrisb;Puzzle / Drop;1988;bootleg;Atari System 1;yes;;1;joystick (4-way);;2P sim;CRT 15Khz;;
atetrsb2;;1988;bootleg;Atari System 1;yes;;1;joystick (4-way);;2P sim;CRT 15Khz;;
athena;Platform / Fighter Scrolling;1986;SNK;SNK early 8-bit;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
atlantis;Shooter / Misc. Horizontal;1981;Comsoft;Konami Scramble;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
atlantol;Sports / Track & Field;1996;bootleg;Konami;yes;;1;joystick (2-way);;4P alt / 2P sim;CRT 15Khz;;
atlants2;;1981;Comsoft;Konami Scramble;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
atluspsx;;1996;Sony/Atlus;Sony ZN;no;;;;;BIOS;CRT 31Khz;;
atomboy;Platform / Run, Jump & Scrolling;1985;Irem (Memetron license);Irem M63;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
atomicp;Puzzle / Drop;1990;Philko;Sega System 16B;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
atompunk;Maze / Collect;1991;Irem America (licensed from Hudson Soft);Irem M90;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
atpsx;;1996;Atari;Sony ZN;no;;;;;BIOS;CRT 31Khz;;
attckufo;Shooter / Gallery;1980;Ryoto Electric Co.;Custom 8080;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
aurail;Shooter / Driving Vertical;1990;Sega / Westone;Sega System 16B;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
aurail1;Shooter / Driving Vertical;1990;Sega / Westone;Sega System 16B;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
aurailj;Shooter / Driving Vertical;1990;Sega / Westone;Sega System 16B;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
av2mj1bb;Tabletop / Mahjong * Mature *;1991;MIKI SYOUJI/AV JAPAN;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
av2mj2rg;Tabletop / Mahjong * Mature *;1991;MIKI SYOUJI/AV JAPAN;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
avalnche;Ball & Paddle / Breakout;1978;Atari;Atari discrete;no;;1;paddle;;2P alt;CRT 15Khz;;
avenger2;;1987;Capcom;Capcom pre-CPS;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
avengers;Fighter / Vertical;1987;Capcom;Capcom pre-CPS;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
avengrgj;;1995;Data East Corporation;Data East MLC;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
avengrgs;Fighter / Versus;1995;Data East Corporation;Data East MLC;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
avsp;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;no;true;3;joystick (8-way);;3P sim;CRT 15Khz;;
avspa;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
avsph;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
avspirit;Platform / Fighter Scrolling;1991;Jaleco;Jaleco Mega System 1;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
avspj;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
avspu;Fighter / 2.5D;1994;Capcom;Capcom CPS-2;yes;;3;joystick (8-way);;3P sim;CRT 15Khz;;
aztarac;Shooter / Field;1983;Centuri;Allied Leisure vector;no;;2;dial;;2P alt;;;
azurian;Shooter / Field;1982;Rait Electronics Ltd;Galaxian Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
b2b;Platform / Run Jump;1994;Visco;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
backfira;;1995;Data East Corporation;Data East 68000;yes;;6;paddle;;2P sim;CRT 15Khz;;
backfire;Driving / Race;1995;Data East Corporation;Data East 68000;no;;6;paddle;;2P sim;CRT 15Khz;;
backfirt;Shooter / Flying Horizontal;1988;Tecmo;Tecmo System;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
baddudes;Platform / Fighter Scrolling;1988;Data East USA;Data East 68000;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
badlands;Driving / Race Track;1989;Atari Games;Atari System 1;no;true;2;dial;;2P sim;CRT 15Khz;;
bagman;Platform / Run Jump;1982;Valadon Automation;Valadon/Itisa Z80;no;true;1;joystick (8-way);;2P alt;CRT 15Khz;;
bagmanmc;Platform / Run Jump;1982;bootleg;Galaxian Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bagmans;Platform / Run Jump;1982;Valadon Automation (Stern license);Valadon/Itisa Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bagmans2;;1982;Valadon Automation (Stern license);Valadon/Itisa Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bagnard;Platform / Run Jump;1982;Valadon Automation;Valadon/Itisa Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bagnarda;Platform / Run Jump;1982;Valadon Automation;Valadon/Itisa Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bakatono;Tabletop / Mahjong * Mature *;1991;Monolith Corp.;SNK Neo Geo;no;;4;joystick (8-way);;1P;CRT 15Khz;;
bakubaku;Puzzle / Drop;1996;Sega;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
bakubrkr;Shooter / Flying Vertical;1992;Kaneko;Kaneko 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
bakuhatu;Tabletop / Mahjong * Mature *;1991;Nichibutsu;Nichibutsu Mahjong;yes;;;;;1P;CRT 15Khz;;
bakutotu;Shooter / Flying Horizontal;1988;Namco;Namco System 1;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
balcube;Ball & Paddle / Breakout;1996;Metro;Metro 68000;no;true;1;joystick (8-way);;2P sim;CRT 15Khz;;
ballbomb;Shooter / Gallery;1980;Taito;Midway 8080 B/W;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
ballbros;Puzzle / Drop;1992;East Technology;Taito X-System;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
balonfgt;Platform / Run Jump;1984;Nintendo;Nintendo VS. System;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
baluba;Platform / Run Jump;1986;Able Corp, Ltd.;Tecmo Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bananadr;Tabletop / Mahjong * Mature *;1989;Digital Soft;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
bandido;Shooter / Field;1980;Exidy;Nintendo 8080 B/W;yes;;1;double joystick (8-way);;2P alt;CRT 15Khz;;
bang;Shooter / Gun;1998;Gaelco;Gaelco 2nd Gen;no;true;1;lightgun;;2P sim;CRT 15Khz;;
bangball;Puzzle / Toss;1996;Banpresto / Kunihiko Tashiro+Goodhouse;Metro 68000;no;true;1;joystick (8-way);;2P sim;CRT 15Khz;;
bangbead;Sports / Misc.;2000;Visco;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
bangj;Shooter / Gun;1998;Gaelco;Gaelco 2nd Gen;yes;;1;lightgun;;2P sim;CRT 15Khz;;
bankp;Shooter / 1st Person;1984;[Sanritsu] Sega;Sanritsu Z80;no;;3;joystick (2-way);;2P alt;CRT 15Khz;;
baraduka;;1985;Namco;Namco 8-bit;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
baraduke;Shooter / Flying Horizontal;1985;Namco;Namco 8-bit;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
barek2ch;Fighter / 2.5D;1994;bootleg / Sega;Sega Mega Drive-based;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
barek3mb;Fighter / 2.5D;1994;bootleg / Sega;Sega Mega Drive-based;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
barricad;Maze / Surround;1976;RamTek;Ramtek 8080;no;;;joystick (8-way);;4P sim;CRT 15Khz;;
barrier;Puzzle / Drop;1979;Vectorbeam;Cinematronics;no;;;joystick (4-way);;2P alt;;;
baryon;Shooter / Flying Vertical;1997;SemiCom / Tirano;Custom gambling Z80;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
basebal2;Sports / Baseball;1987;Cinematronics;Leland;no;;6;joystick (analog);;2P sim;CRT 15Khz;;
bass;;1997;Sega;Sega Model 3;no;;2;paddle;;???;CRT 25Khz;;
batcir;Fighter / 2.5D;1997;Capcom;Capcom CPS-2;no;true;2;joystick (8-way);;4P sim;CRT 15Khz;;
batcira;Fighter / 2.5D;1997;Capcom;Capcom CPS-2;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
batcirj;Fighter / 2.5D;1997;Capcom;Capcom CPS-2;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
batlbala;;1995;Seibu Kaihatsu (Metrotainment License);Seibu SPI;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
batlball;Puzzle / Drop;1995;Seibu Kaihatsu (Tuning License);Seibu SPI;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
batlbubl;Puzzle / Toss;1999;Limenko;Metro 68000;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
batman;Platform / Fighter Scrolling;1991;Atari Games;Atari System 2;no;;2;joystick (8-way);;1P;CRT 15Khz;;
batman2;Shooter / Gallery;1981;bootleg;Galaxian Z80;yes;;2;joystick (2-way);;2P alt;CRT 15Khz;;
batmanfr;Fighter / 2.5D;1996;Acclaim;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
batrid;;1998;Raizing / Eighting;Toaplan 2;no;true;3;joystick (8-way);;;CRT 15Khz;;
batridc;;1998;Raizing / Eighting;Toaplan 2;yes;true;3;joystick (8-way);;;CRT 15Khz;;
batridj;;1998;Raizing / Eighting;Toaplan 2;yes;true;3;joystick (8-way);;;CRT 15Khz;;
batridja;;1998;Raizing / Eighting;Toaplan 2;yes;true;3;joystick (8-way);;;CRT 15Khz;;
batridk;;1998;Raizing / Eighting;Toaplan 2;yes;true;3;joystick (8-way);;;CRT 15Khz;;
batridta;;1998;Raizing / Eighting;Toaplan 2;yes;true;3;joystick (8-way);;;CRT 15Khz;;
batridu;;1998;Raizing / Eighting;Toaplan 2;yes;true;3;joystick (8-way);;;CRT 15Khz;;
batsugna;;1993;Toaplan;Toaplan 2;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
batsugun;Shooter / Flying Vertical;1993;Toaplan;Toaplan 2;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
battlan2;;1986;Technos (Taito license);Technos 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
battlan3;;1986;Technos (Taito license);Technos 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
battlane;Shooter / Driving Vertical;1986;Technos (Taito license);Technos 8-bit;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
battlcry;Fighter / 2D;1991;Home Data;Home Data 68000;no;;3;joystick (4-way);;2P sim;CRT 15Khz;;
battlera;Shooter / Walking;1988;Data East Corporation;Data East 68000;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
battles;Shooter / Flying Vertical;1982;bootleg;Namco Galaga;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
battlex;Shooter / Flying;1982;Omori Electric;Omori Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
battlntj;;1987;Konami;Konami;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
battlnts;Shooter / 3rd Person;1987;Konami;Konami;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
battroad;Shooter / Driving Vertical;1984;Irem;Irem M62;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
batugnsp;;1993;Toaplan;Toaplan 2;yes;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
batwings;;1984;Data East Corporation;Data East 68000;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
bayrout1;;1989;Sunsoft / Sega;Sega System 16B;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
bayroute;Platform / Shooter Scrolling;1989;Sunsoft / Sega;Sega System 16B;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
bayroutj;;1989;Sunsoft / Sega;Sega System 16B;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
bayrtbl1;;1989;bootleg;Sega System 16;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
bayrtbl2;;1989;bootleg;Sega System 16;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
bballs;Puzzle / Drop * Mature *;1991;Comad;Capcom 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
bbbxing;Sports / Boxing;1994;Jaleco;Jaleco Mega System 32;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
bbmanw;Maze / Collect;1992;Irem;Irem M90;no;true;2;joystick (8-way);;4P sim;CRT 15Khz;;
bbmanwj;Maze / Collect;1992;Irem;Irem M90;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
bbonk;Maze / Surround;1976;Meadows Games, Inc.;Meadows discrete;no;;;joystick (8-way);;2P sim;CRT 15Khz;;
bbprot;Fighter / Versus;;unknown;Korean 68000 bootleg;no;;6;joystick (8-way);;1P;CRT 15Khz;;
bbros;Shooter / Balloon Popping;1989;Capcom;Mitchell 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
bbusters;Shooter / Gun;1989;SNK;SNK 68000;no;;2;lightgun;;3P sim;CRT 15Khz;;
bchopper;Shooter / Flying;1987;Irem;Irem M72;no;true;4;joystick (8-way);;2P alt;CRT 15Khz;;
bcrusher;Platform / Fighter;1985;bootleg;Seibu Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
bcruzm12;Shooter / Gallery;1983;Sigma Enterprises Inc.;Orca Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
bcstry;Multiplay / Mini-Games;1997;SemiCom;Data East 68000;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
bcstrya;Multiplay / Mini-Games;1997;SemiCom;Data East 68000;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
bctvidbs;;;Barcrest;;no;;;;;BIOS;;;
beaminv;Shooter / Gallery;;Tekunon Kougyou;Custom 8080;no;;1;paddle;;2P alt;CRT 15Khz;;
beastf;Platform / Run Jump;1984;Epos Corporation;Namco Pac-Man;yes;;2;joystick (4-way);;2P alt;CRT 15Khz;;
beastrzb;;1997;Eighting/Raizing;Sony ZN;no;;6;joystick (8-way);;2P sim;CRT 31Khz;;
beastrzr;Fighter / Versus;1997;Eighting/Raizing;Sony ZN;no;;6;joystick (8-way);;2P sim;CRT 31Khz;;
beathead;Platform / Run Jump;1993;Atari Games;Atari System 1;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
beezer;Puzzle / Maze;1982;Tong Electronic;Custom Z80;no;;;trackball;;2P alt;CRT 15Khz;;
beezer1;Puzzle / Maze;1982;Tong Electronic;Custom Z80;yes;;;trackball;;2P alt;CRT 15Khz;;
bel;Shooter / Gun;1998;Sega/EPL Productions;Sega Model 2;no;;4;joystick (8-way);;???;CRT 25Khz;;
benberob;Platform / Shooter;1984;Taito;Taito 8-bit;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
berabohm;Platform / Fighter Scrolling;1988;Namco;Namco System 1;no;;6;joystick (8-way);;2P alt;CRT 15Khz;;
beraboho;;1988;Namco;Namco System 1;yes;;6;joystick (8-way);;2P alt;CRT 15Khz;;
berlwall;Platform / Run Jump;1991;Kaneko;Kaneko 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
berlwalt;;1991;Kaneko;Kaneko 68000;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
bermudaa;;1987;SNK;SNK early 8-bit;yes;;2;dial;;2P sim;CRT 15Khz;;
bermudao;;1987;SNK;SNK early 8-bit;yes;;2;dial;;2P sim;CRT 15Khz;;
bermudat;Shooter / Flying Vertical;1987;SNK;SNK early 8-bit;no;;2;dial;;2P sim;CRT 15Khz;;
berzerk;Maze / Shooter Small;1980;Stern;Stern 6809;no;true;1;joystick (8-way);;2P alt;CRT 15Khz;;
berzerk1;;1980;Stern;Stern 6809;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
